arg_id,prev_arg_id,arg,error
Depth5_974,Depth4_689,"I agree that during alevels people are not always aware of what they want to do, as you are fresh out of school and unsure what you want.. you can also be biased by friends where as when you get to university you are more likely to choose the path which is right for you.",y
Depth5_975,Depth4_689,"People change their mind regardless of what it costs, even in work, as you cannot force someone to do something they don't want to just as much as they can't force themselves. Plenty of people still change courses, even with fees. ",
Depth5_976,Depth4_689,"I would think that in order to find out what you like to do in life, you would enrol on the courses which would help you to make your mind.",y
Depth5_977,Depth4_689,but some may release they made a mistake half way through and feel stuck due to the expense and costs of the process to change or find a better choice for their overall utility.,
Depth5_978,Depth4_689,More work should be done before hand to ensure people are choosing the right course for them and that they are sure it's what they really want to do. ,
Depth5_979,Depth4_689,Some people study courses they have not before at university. Therefore they go into it not knowing if they will even enjoy studying it.,
Depth5_980,Depth4_699,University fees should not put people off wanting an education their should be no price to an education. People may think they are not worthy of a job due to income which is never the case.,
Depth5_981,Depth4_699,NAN - I don't understand this one. ,
Depth5_982,Depth4_699,I would argue that tuition fees should be abolished because it would not be healthy parameter to start which course you would enrol.,y
Depth5_983,Depth4_699,NAN,
Depth5_984,Depth4_699,It's not fair that people that have worked hard to get a good career have to pay back so much therefore earning as much as someone that didn't go to university.,
Depth5_985,Depth4_699,Students should be made fully aware of all considerations when thinking about going to university. The money side of things is incredibly important to be outlined.,
Depth5_986,Depth4_716,"People know that the debt burden over a student loan is less than normal, most students do not have to pay back their full loan anyway as it is wiped away after so long and inlybtaken when you earn a certain amount of money.",y
Depth5_987,Depth4_716,"Regardless of whether the cost is lowered, those who are not well off and don't have savings can still suffer for even expenses which the more affluent might think completely negligible. Any money can become an issue, and a huge concern. ",
Depth5_988,Depth4_716,I would like to point out that uncertainty about tuition fees has created a fear to make a decision which the student will have repay back over the years,
Depth5_989,Depth4_716,"3 per if still quite high and means with ever rising living costs, that budget of a post grad may significantly decreases by the repayment plan.",
Depth5_990,Depth4_716,"Debt causes stress for many people, especially when the debt is there because you wanted to better yourself. ",
Depth5_991,Depth4_716,"But the question is IF they get a good job to pay the loan back. Jobs are becoming increasingly competitive to attain, leaving some people in the dark when they leave university.",
Depth5_992,Depth4_726,If we had no teachers or nurses the world would be a different place. Without a teacher we would not be in a position to look at going to university anyway. ,
Depth5_993,Depth4_726,"This is true however unfortunately both academic and societal pressure means that many degrees are viewed as worthless and so will be avoided, especially when someone is deemed capable to go ""further"".",
Depth5_994,Depth4_726,"There are many factors to count when deciding to go to university 
A person's career, what he would like to do in life to have a sustainable income. ",
Depth5_995,Depth4_726,"yet the future costs may stop from doing what they actually find most passionate and force them down a new path, which may mean that original career finds less people going to it causing it all sort of problems in the future.",
Depth5_996,Depth4_726,People will be more encouraged to study for what they want to do and not just the higher paid jobs if they aren't vindicated when going for a lower paid job.,
Depth5_997,Depth4_726,NAN,
Depth5_998,Depth4_735,People should do what they feel is right for them and university is not and should not be right for everyone there is absolutely nothing wrong with that.,
Depth5_999,Depth4_735,"This is NOT true as they may study a degree in a subject and yet then still work practically in it, keeping their interest second. Also, they can give advice on site and take supervisor/managerial roles whilst still being capable of filling physical needs. ",
Depth5_1000,Depth4_735,University fees should be abolished because there would not be a burden ,
Depth5_1001,Depth4_735,not necessarily a bad thing as unis used to be free in the past in Britian as less people went to them allowing the government to be able to pay for it.,y
Depth5_1002,Depth4_735,"There are enough people to do non university jobs without more people going to university affecting these jobs. With more people qualifying for higher rated jobs, there will be more work for the unemployed. ",
Depth5_1003,Depth4_735,NAN,
Depth5_1004,Depth4_681,But with living standards on the rise aswell as rent and house prices and food. Meaning tat main even just over the threshold will struggle to balance out their finance and leave them struggling why they should be enjoying their youth.,y
Depth5_1005,Depth4_681,"It is still difficult to have to pay back a student loan, even if you are lucky enough to get a job. Therefore it would be best if there were no fees.",
Depth5_1006,Depth4_681,Then what is the point of having fees if they aren't repaid? It would make more sense to have a graduate tax ,
Depth5_1007,Depth4_681,"Occasionally people may have to borrow whilst struggling to find employment so even if they do ""save money"" before they graduate they still generally end up in a deficit and poor. ",
Depth5_1008,Depth4_681,"However, this is a massive drain on government funds - as most people will never pay these fees back in full making them pay is a complete fallacy and essentially just an additional tax on the wealthy few repaying student debt",
Depth5_1009,Depth4_691,"But we have seen rent rising in most areas, with no rise int eh loan amount meaning many students have to rely on the bank of mum or dad or cannot not afford to probable afford university",
Depth5_1010,Depth4_691,"The fees should not be necessary, the Government should fund education for people, especially the lower class. They will have run up far more debt that just a student loan and will find it very difficult to pay it back.",
Depth5_1011,Depth4_691,Grants arent as accessible as they used to be and it isn't fair that people from lower economic groups should have more debt,
Depth5_1012,Depth4_691,"University is not accessible to all. Many of the bursaries you describe are dependent on your parent's income, so that even if they're in debt, poor and you don't live with them; you still may be declined on the basis that they're expected to pay for you. In most poor families, parents can't actually afford to subsidise their children like this. ",
Depth5_1013,Depth4_691,"The government mustn't pass the buck of looking after those from less privileged backgrounds to universities - it is the government's responsibility to ensure equal access to education, not just providers'",
Depth5_1014,Depth4_702,"the amount of 9k can be seem unfair to some courses which have less contact hours and money uni need to spend on them, so end up funding more reosurce heavy subjects such as biology and chemistry.",
Depth5_1015,Depth4_702,"It is not a students choice to be poor in the first place, they should receive all the help they can get including a good education. Loans should not be a part of the choice of whether they should get further education to better themselves.",
Depth5_1016,Depth4_702,Schools push students to go to university and it is mandatory for many entry level careers now,
Depth5_1017,Depth4_702,"Students are absolutely compelled as expectations from employers are steadily becoming more and more ridiculous and many ask for a degree even for very easy roles. So, students who couldn't afford uni, but are perfectly capable of the job, will be unfairly automatically screened out. ",
Depth5_1018,Depth4_702,So you are saying that those who can't afford £9k just shouldn't go to university? That is entirely exclusionary and elitist.,
Depth5_1019,Depth4_717,the threshold never rises although living costs are constantly rising. so becomes unfair,
Depth5_1020,Depth4_717,"Yes, but if the person is lucky enough to get a good job they will still not find it easy to repay a loan as they will have many other financial commitments. This will add stress and worry to their lives.",
Depth5_1021,Depth4_717,And if they reach the threshold they will be paying for many years so that can be offputting ,y
Depth5_1022,Depth4_717,A person cannot be expected to never reach this threshold and once they do even tiny amounts of debt can cause a lot of stress if ongoing for a large period of time. Especially where fully repaying it may seem an impossible task. ,
Depth5_1023,Depth4_717,"But this reverts the debt to the public purse and the taxpayer, such that government isn't just covering costs for universities, it's also paying a high markup from the universities which it likely wouldn't be charged if it had an agreement to fund all HE courses",
Depth5_1024,Depth4_727,"That could be argued as unfair as its not the person who got the best out of uni and a better job, having to pay it back but someone who failed or found a less well paid job gets off cost free.",
Depth5_1025,Depth4_727,"It is unfair to expect students to live with the worry of having to repay a loan, they might even be forced to turn down a good job because it will take them into the higher pay threshold. ",
Depth5_1026,Depth4_727,It makes sense to incentivise careers that are most needed in society regardless of their pay,
Depth5_1027,Depth4_727,It's not fair to say they may never have to pay for it as they are very much expected to and this expectation will loom over any decisions made. ,
Depth5_1028,Depth4_727,"But it's about fear of debt, whether or not it's likely to be paid back can keep people awake at night - debt is a terrifying concept for many",
Depth5_1029,Depth4_736,"However, university also provides more than just a course, with social aspects and fiscal responsibility/independence, which allows people to grow are quicker and to give them time to find their right career path for them",
Depth5_1030,Depth4_736,You cannot presume that more people would opt for education just because it's free. And to say they would not take the course seriously is an insult. I would think it more likely that richer students will not take it seriously as they have nothing to lose and will likely be handed a job on a plate due to family connections.,
Depth5_1031,Depth4_736,Scrapping fees would make many universities more selective in who they accept. Students still need to demonstrate sufficient intelligence to get in,
Depth5_1032,Depth4_736,Academic success isn't the only factor of university being an important experience. The students will also learn lots of social and life skills so that even if they aren't academically skilled they can still benefit from the experience hugely. ,
Depth5_1033,Depth4_736,"By that logic, should schools be free? Obviously not. Upskilling the population and providing fair and equitable access to higher education should be considered as important to the progression of society as free education in schools ",
Depth5_1034,Depth4_740,"The repayments may not appeal vast individually but when you look at the total amount repaid per person, we are talking about large amounts of money.",
Depth5_1035,Depth4_740,Having to take out any type of loan means there are still hidden costs in going to uni,
Depth5_1036,Depth4_740,"as they will be spending more of their disposal income in the economy it will grow meaning greater prosperity for all. Increasing income from vat, corporation and income tax revenues to government making it more affordable for the government to provide free university places for all",
Depth5_1037,Depth4_740,I don't believe that paying all the money to get further education is worth it. There is no guarantee that you will get a job straight away after leaving university,
Depth5_1038,Depth4_740,There is no guarantee people will earn enough after gaining their degree and therefore their debt will remain with gaining interest for many years more. I don't think it is fair to saddle people with this debt.,
Depth5_1039,Depth4_749,"They are not guaranteed to be earning a good amount in today's job market, therefore fees make university a big gamble. ",
Depth5_1040,Depth4_749,your penalizing somebody that would greatly benfit society on a whole. how motivated somebody is should have nothing to do with it,y
Depth5_1041,Depth4_749,some gifted students particularly those from a poorer background will be put off from doing university courses as they see the level of debt that they will incur as a huge burden on them for the rest of their lives.,
Depth5_1042,Depth4_749,"You don't have to go to University to be able to succeed. Plus student loan will help you during your time at university, but what about after you leave uni?",
Depth5_1043,Depth4_749,"No matter how motivated some people are, if they are from underprivileged backgrounds they may not believe that they will ever achieve their dreams and the fees should not be a barrier to talented people's dreams. ",
Depth5_1044,Depth4_764,If there is no way to determine what jobs contribute to society then why not scrap all course fees? Doing this would undeniably benefit society.,
Depth5_1045,Depth4_764,nothing would have to be morally selected at all. my arguement is that all fees for all courses should be scrapped,y
Depth5_1046,Depth4_764,surely it is best to attract the best possible candidates to such roles who will by the very nature of the job they eventually perform will contribute greatly to society,
Depth5_1047,Depth4_764,"Yes you're correct, but tell me... what jobs, other than the ones that I have said, contribute the same amount or more than the ones that I have said",
Depth5_1048,Depth4_764,"Service jobs such as teaching and nursing are always low paying and undervalued, therefore it is important that these jobs are excluded from fees in order to retain a large service workforce.",
Depth5_1049,Depth4_773,How easy or hard a career is to get into should not affect how much a course costs.,
Depth5_1050,Depth4_773,it shouldn't matter how hard it is to find a job after in some areas. the idea is that we would like to live and a society that is better educated on a whole,
Depth5_1051,Depth4_773,burdening students with debt worries whilst they are studying adds to the pressures that they face and can lead to increased drop out rates.,
Depth5_1052,Depth4_773,But there is always a way into some where. Whether it is connections within the work company or by working hard,
Depth5_1053,Depth4_773,If some careers are harder to get into then more people should be given a chance to train for those jobs and not be excluded because of fees.,
Depth5_1054,Depth4_793,"Actually more and more young people are already choosing apprenticeships etc over university. Also, there is no disadvantage to having a degree, other than the debt.",
Depth5_1055,Depth4_793,It is a question of opportunity. that should be the arguement at hand. to give people more choice regardless of their expectation or choices they would have to make about choosing higher education or not,y
Depth5_1056,Depth4_793,for certain professions and roles apprenticeships are the best way forward and it is only equitable for all students who are continuing in education to be treated the same no matter which course and route of study they pursue ,
Depth5_1057,Depth4_793,I very much doubt that because they will be more inclined to learn something and take the challenge because they aren't paying for anything.,
Depth5_1058,Depth4_793,"That will always be the case even if there are fees to pay for, as some students think that degrees are going to help them but then find the course is not to their liking. I don't think we can blame people for trying as it shows aspiration.",
Depth5_1059,Depth4_799,"just because the debt isn't crippling doesn't mean it's ok. If I rob a bank and only steal a ""tiny fraction"" of their money, I'm still going to prison.",
Depth5_1060,Depth4_799,"They would like to educate themselves free of debt, there is no telling what the job market will be like for them after, no matter the the level of education",
Depth5_1061,Depth4_799,for some the most worthwhile jobs for instance in social sector they are never likely to earn the minimum income threshold so whats the point of burdening them with debts that will never be repaid,
Depth5_1062,Depth4_799,"It may be a tiny fraction, but you are still in debt. So you still have to pay off the debt",
Depth5_1063,Depth4_799,The debt is not a tiny fraction if you are in a service job such as nursing and have to pay for rent and living expenses. People should not have to pay for university fees as well which will place a huge strain on them.,
Depth5_1064,Depth4_744,It will increase the amount of employed people if free university places are given meaning more given back in taxes ,
Depth5_1065,Depth4_744,"But most graduates would be willing to replace fees with a small education tax, say 0.5%, which would achieve the funding needed to make Universities free in the first place.",
Depth5_1066,Depth4_744,By abolishing fees in the long run it will be better for the economy and for it to be consumer driven. Many more people would be able to go through university growing the economy as a whole ,
Depth5_1067,Depth4_744,"This is a long term investment, the funds must be found initially, but then it will pay for itself, with those students paying taxes and contributing to the economy spending their expendable income. ",
Depth5_1068,Depth4_744,There are many developing improving alternatives to University now offering people the opportunity to acquire workplace experince as well as theoritcal knowledge through qualifications such as NVQ3 4 and 5 and the apprenticeship route. This means that many young people will be more inclined to go down this route and less likely to see university and coming out massively in debt as the preferred route. This arguments holds especially true considering the changing nature of the workplace and the types of jobs required in the 2020's where technology is rapidly replacing a lot of the more traditional types of jobs where a university degree signalled an aptitude to perform in that role. Universities need to understand this and recognise that tuition fees are just becoming more of a barrier and not neccasarily providing people with the skills they need to secure well paid jobs afterwards.,y
Depth5_1069,Depth4_750,Those people who want to be doctors or solicitors may have the intelligence but may not have the finances to fund it themselves or from family members.,
Depth5_1070,Depth4_750,"This is true, but they are also essential to our society, particularly doctors, so it seems redundant that only those who can afford to become them do so.",
Depth5_1071,Depth4_750,Not everybody who wants to be a doctor or nurse are able to go through uni as they just don’t have the finances and by allowing the abolishment of fees will increase the number of people within special vocational jobs like a doctor ,
Depth5_1072,Depth4_750,"They may have thought about fees, but not everyone will be willing to take on a large debt, no matter if they feel a drive to follow a particular profession, nor does everyone have parents who will contribute towards their fees. ",
Depth5_1073,Depth4_750,Many more people are now going through the nursing route and going on to become nurse specialists and nurse clinicians that are starting to attract the level of responsibility and improved salary that although not matching doctor's higher end salaries are becoming more competitive and a legitimate career path in that sector without the need to study for 5 years to become a doctor with no income. ,
Depth5_1074,Depth4_766,However the levels of service that they provide the public far outweighs the costs one person could help many in the long run.,
Depth5_1075,Depth4_766,"You're right, these professions shouldn't be singled out, that's why ALL people should be taxed to pay for ALL University courses.",
Depth5_1076,Depth4_766,The government already take taxes and insurance from working people so why should be people like a doctor or nurse have to pay twice when technically they are already giving money back,
Depth5_1077,Depth4_766,"These people have spent years training, the money hasn't be frivolously spent on having fun. We pay people plenty of money in unemployment benefits who give nothing back in the way of taxes. ",
Depth5_1078,Depth4_766,"Because without the years at university in learning so much complex information, skills and theory such as doctor requires they would not be able to perform the job correctly and to the required standard and would endanger lives so they must learn it through university and therefor they are sacrificing a lot of their best young adult years in terms of studying hard and not having much disposable income to learn skills to save lives and therefore should not be penalised later on with paying it back. It is a very different argument though for many degrees like art or history that arguably add little to society",
Depth5_1079,Depth4_774,"They may not be able to get in to university if they have to pay university fees, equal opportunities are given to all i it was made free.",
Depth5_1080,Depth4_774,"This implies talent is an entirely independent factor from other factors, such as poverty, bad schools and families which require care, all factors which would overrule a candidate's talent in deciding whether they can afford university.",
Depth5_1081,Depth4_774,They will have the same chances if they can go through university but if they come from a low income household then how are they going to be able to do this unless we get rid of fees ,
Depth5_1082,Depth4_774,"Scholarships are limited. Even to apply for a place at a university you need money, then you need to be able to access a university. if you don't live in a university town or city, just moving to a new place is impossible for some students from low income families. ",
Depth5_1083,Depth4_774,"it depends on which job roles are being discussed and argued about. Some courses such as doctors and possibly solicitors, other medical roles like physiotherapy and occupational therapy too should have lower fees although they may cost than other non vital courses like arts, music, drama, literature, history courses that are not directly linked to vital careers and there is a big difference in my view between the two",
Depth5_1084,Depth4_794,If they do it that way they benefit from work experience but also receive the education of a university standard ,
Depth5_1085,Depth4_794,"And if both paths are free for the candidate, their choice will be balanced and appropriate for them.",
Depth5_1086,Depth4_794,That’s true but if people aren’t given the chance to go to university because of the fees and a apprenticeship isn’t for them. Then what do they do. And in the wide scheme of it how would that help the economy ,
Depth5_1087,Depth4_794,"It's all about opportunity. While not everyone is academically minded, everyone has some skill or talent that can be developed. Either way, training costs money and all should be able to maximize their potential without being saddled by debt at the end of it. ",
Depth5_1088,Depth4_794,"I agree to some part and would like to see the range of university courses significantly cut to exclude the majority of courses that are not directly linked to critical careers such as doctors, other medical professions, teachers, social workers, solicitors and IT and technology roles that are vital to the economy and life of the country",
Depth5_1089,Depth4_801,"But it wouldn’t encourage people to go for higher paid jobs as they would have to be paying a lot more than anyone else, making I free would eliminate that. ",
Depth5_1090,Depth4_801,"But manageable repayment amounts does not mitigate the fact that one of the main reasons people go to University is to eventually earn more over their careers, not earn less because of a poor jobs market and ever-present debt.",
Depth5_1091,Depth4_801,30k of debt will take many years to clear and will be hanging over the person for many many years adding to their stress in a very highly stressed role such as a doctor. If the fees were to be got rid off in its entirety many more people would be given the chance to chase their dreams,
Depth5_1092,Depth4_801,"That is the reality of it, but do young people think about that when they're confronted with the figures when they're making choices. This is the detail. Does someone at 18 look into this detail or do they just get scared by what appear to be massive sums to a young person. ",
Depth5_1093,Depth4_801,i agree with A1 and many courses are simply a waste of three years and lots of money for many people when an apprenticeship or early introduction to a company would produce better results but for certain degrees i agree that the fees should be significantly lower or removed entirely,
Depth5_1094,Depth4_748,More and more people will be less likely to attend university if the fees continue and the economy will be affected badly,
Depth5_1095,Depth4_748,"The cost to the tax payer would be marginal, the cost of fees for each student, and the burden of having debt ""hanging over them"", is much greater and potentially detrimental to their quality of life and well-being.",
Depth5_1096,Depth4_748,The amount of money paid by each tax payer towards student loans is less than what the students have to pay back monthly.,
Depth5_1097,Depth4_748,"The loan ties them to debt for up to 30 years, the compiling interest on the debt further decreases the likelihood of repayment",
Depth5_1098,Depth4_748,"But their can only be more tax payers if more people work. With abolished fees and consequently no loans to repay, more people will choose to go to universities which in return will have more people in employment generating more tax ",
Depth5_1099,Depth4_751,It will only allow wealthy people to be able to achieve these job roles and less and less working class will be becoming doctors etc,
Depth5_1100,Depth4_751,"All sectors of society need solicitors and doctors. Giving these students these experiences doesn't only benefit the students, but society as a whole.",
Depth5_1101,Depth4_751,"Other countries, such as Scotland, operate a free university system so their solicitors and doctors get that education for free, why couldn’t that work here?",
Depth5_1102,Depth4_751,"Many countries, for example Germany, have free tuition. The level of teaching and the experience gained is on par with the UK system yet this is provided for free. We also have to employ many immigrants in order to provide enough medical care to cover the entire NHS showing that not enough UK nationals are going to university to study medicine.",
Depth5_1103,Depth4_751,"But the fees does deter people from even looking at certain types of occupation which could be leading to skills drainage in the economy. Without fees, people will be open to considering university education ",
Depth5_1104,Depth4_767,If we don’t start giving these professionals some appreciation and motivation to complete their training and continue their jobs we will lose them ,
Depth5_1105,Depth4_767,Children don't have to pay to go to school. Fees also introduce additional pressure. Students sometimes don't know what their best suited to straight away. Making students make a financial commitment at this young age can be stressful and isn't in anyone's interest.,
Depth5_1106,Depth4_767,"They already pay vast amount of taxes as it is when earning a high living, to make them also pay student loans on top of this is excessive.",
Depth5_1107,Depth4_767,"Doctors and nurses provide a vital and lifesaving care to many in need, they often work long hours under high pressure to serve society, it's the least we could do to repay them is remove their debt.",
Depth5_1108,Depth4_767,But The society gives a lot of benefit *free money) to people who choose not to work. So why can't university fees be abolished for those who actually want to further themselves and work which in turn generates taxes for the government ,
Depth5_1109,Depth4_785,But then anyone who cannot afford it is in a negative position and limited to the type of job / career they can get,
Depth5_1110,Depth4_785,"You never know where a degree will take somebody. Forcing students to commit to a certain career path at such a young age isn't helpful. A course that might be seen as ""personal choice"", might later lead to a useful job.",
Depth5_1111,Depth4_785,The individual may not have chosen a career path as yet and could be taking the education option in order to explore their options,
Depth5_1112,Depth4_785,"Often a degree is not ""required"" to perform a certain job, however the competitive nature of the current job market means that many employers will only hire those with the highest credentials even for entry level positions. This is forcing many students hands into higher education to compete.",
Depth5_1113,Depth4_785,But those jobs that don't need a degree are limiting. Most occupational require a university degree. Abolishing the fees will make those career options more desirable ,
Depth5_1114,Depth4_796,There are lots of options for everyone to achieve their desired goal/ career. They will just have to be prepared to pay their loan back,
Depth5_1115,Depth4_796,"University students often work just as hard as those pursuing apprenticeships etc., and their future careers can also be useful to society, so why should they pay but not the others?",
Depth5_1116,Depth4_796,"In some roles you are actually paid to train, such as student paramedics, why should you have to pay to be educated on other courses?",
Depth5_1117,Depth4_796,"Often apprenticeships and other placement schemes are only available for certain sectors, if someone has talents or interests elsewhere then often the only route to this goal is through higher education. ",
Depth5_1118,Depth4_796,But they could be the first in their family that want to go to university amd pursue a certain career and are being deterred due to the high fees. By having access to it for free they could be breaking out a vicious circle they've found themselves in.,
Depth5_1119,Depth4_804,But they will be practically paying their loan back forever and the interest rate is not as low as they make out. ,
Depth5_1120,Depth4_804,"They still have debt ""hanging over them"" and have to worry about paying it off, often at the stage of life when people are trying to save for a house etc.",
Depth5_1121,Depth4_804,If the interest rates are so low is there any real benefit to having charges in the first place?,
Depth5_1122,Depth4_804,"The interest rates aren't the problem, the debt which is gained through education is the problem. This cost of study often puts extra pressure on students, as well as the high costs of living (especially for students who are over charged for often lacking accommodation) means many are priced out of university.",
Depth5_1123,Depth4_804,"But its still interest rate and thus an additional cost on the loan regardless of how low it is. If they can afford to not have the loan at all, the better. ",
Depth5_1124,Depth4_811,"It's not that easy to find a new job, especially one that you personally enjoy, and pays a decent wage.",
Depth5_1125,Depth4_811,No point in having a job they don't enjoy ,
Depth5_1126,Depth4_811,"This is not the case for every one. Some jobs require certain skills or qualifications that not everyone has. Certain companies/jobs require a minimum educational background, which some people do not qualify for, and would not be given the chance to compete for based on their skills. ",
Depth5_1127,Depth4_811,"This is not strictly the case. The bigger picture must be considered, it would not look professional for one to terminate their contract of employment for simply not being happy. Additionally, the financial aspect of such must also be strongly considered, if one is somewhat financially stable in their current job, they may have less inclination for leaving such a job even though they aren't happy. Henceforth, it might not be so much a case of ""having a choice on what they want to do"", rather, what they feel obliged to be doing in the wider scheme of things rather than personal satisfaction. ",
Depth5_1128,Depth4_811,Abolishing university fees would give people greater choice about what jobs they could have by making it more accessible to all.,
Depth5_1129,Depth4_820,"Not everything people pay taxes for is something they're going to use or agree upon. But it goes towards the overall wellbeing of the country, and will help millions of people every day. ",
Depth5_1130,Depth4_820,Taxes are too high in this country,
Depth5_1131,Depth4_820,"Whether or not they care about what tax payers money is going towards is irrelevant, certain things such as the NHS is funded by tax which at some point in our lives we all rely on, regardless of income. ",
Depth5_1132,Depth4_820,"I don't think assuming the prospect of ""much higher taxes"" is well thought, the general cost of such would need to be calculated and a general consensus of opinions gathered. However, given the vast number of those paying taxes within the UK, the difference may only be marginal. Of course, not everyone goes to university and therefore some may be opposed to paying for students to study, however taxes pay to feed our prisoners also, which I personally feel more people would be opposed to. Abolishing university fees by consequence of a marginally higher tax is far outweighed by the benefits of a greater educated population, and allowing those less financially fortunate to study without money worries. ",
Depth5_1133,Depth4_820,You have to look at the bigger picture of what a university education would give those to enable then to contribute more to society.,
Depth5_1134,Depth4_831,"But if we abolish tuition altogether, we're not going to need student loans because everyone will be able to go and do whatever they want to study.",
Depth5_1135,Depth4_831,I believe over half the students r unable to pay the loan back they simply just don't have the money to pay back,
Depth5_1136,Depth4_831,"Often people feel pressured to go to university by schools or parents and end up going and getting into a lifetime of debt just to say they’ve been to university or to gain a qualification they will never use. This stops people who genuinely want to go and study, and dedicate their lives to a certain pathway, as sometimes spaces are taken up in universities by those people that don’t genuinely want to be there to learn. Tuition fees help in a way to put these kinds of people off as often loans aren’t even enough to cover the cost of tuition fees, let alone maintenance costs such as rent and food. ",
Depth5_1137,Depth4_831,"If student loans are infrequently paid back, then maybe the repayment conditions should be observed rather than opposing the prospect of allowing more people to go to university through the scrapping of fees. Education is a right for all, nobody is in any position to deny someone the opportunity to study at university, especially not over the argument of publicly spent money.",
Depth5_1138,Depth4_831,It is very harsh to saddle people with all that debt at the start of their working lives when that education benefits us all in the long run.,
Depth5_1139,Depth4_839,"In theory, that sounds reasonable, but it just doesn't work that way in practice. The more people with university degrees, the more people going up for the same job, the less chance of achieving it.",
Depth5_1140,Depth4_839,Lot of qualified people don't get jobs .,
Depth5_1141,Depth4_839,"There is such a high volume of university students these days that the job market is flooded, employers can pick and choose the best graduate for the job and often graduates are left struggling to find a ‘good job’ despite having the qualifications to do so. ",
Depth5_1142,Depth4_839,"The end goal of university should not primarily be centralised around getting what some may define as a ""good job"". University graduates are at the beginning of their lifelong career, and should not be expected to immediately land a secure well-paying job, immediately following intense education. University should be considered an opportunity to gain critical life skills while studying for a well-respected qualification - which should be a right. Of course, university graduates may appear as better candidates for certain job roles. By allowing more young people to go to university without concerns for finance (i.e. abolishing university fees), more people will be given the opportunity to pursue well-paying careers. ",
Depth5_1143,Depth4_839,It can be harder to get that first job after university for some graduates over those who have been in employment longer so that doesn't necessarily follow.,
Depth5_1144,Depth4_852,"What happens if I never reach that income threshold? That's thousands of pounds the student loan company don't get back because after a set amount of years, it's cleared.",
Depth5_1145,Depth4_852,Still don't agree with loans should be free education ,
Depth5_1146,Depth4_852,If you are unable to find a job paying over the threshold to pay back student loans then you may end up never paying them back. Is this not a waste of time then going to university for 3-5 years to gain a qualification to set you apart and qualify you for higher paying jobs if you end up never earning enough to pay it back or working a lower qualified job? In that case some people would be better off going straight into working life and working their way up through experience rather than through qualifications. ,
Depth5_1147,Depth4_852,"But not everyone may reach a certain income, making it unequal that some graduates will pay for their university education while others won't. An equal system by which graduates are taxed like the rest of the UK population in order to fund university fees for current students makes considerably more sense. ",
Depth5_1148,Depth4_852,It's about giving people that debt in the first place though when it isn't necessary.,
Depth5_1149,Depth4_860,"That certain figure is only slightly above minimum wage, so people are losing almost 1/10th of their income every year to student loans. That's a lot to someone who could be saving up for bigger and better things",
Depth5_1150,Depth4_860,Would be a worry on their mind when they start an adult life .so how can they be happy ,
Depth5_1151,Depth4_860,"But debt is still debt. The point of university is to gain a better chance and more opportunities of a well paid and rewarding career, so people should be expecting to pay this debt off eventually, and at the low rate of 9% means people will more than likely be paying this debt off for the rest of their lives. ",
Depth5_1152,Depth4_860,Earning less makes the prospect of repayment completely unequal - some may be hesitant to pursue certain careers in fear of debt following their graduate tax. ,
Depth5_1153,Depth4_860,It's still a huge amount to have to pay off alongside other bills and at a time when graduates can also be facing other costs such as trying to get on the housing ladder.,
Depth5_1154,Depth4_813,"Doing a degree is not the only way to increase maturity, life experience or to give you passion for your job. This can all be done through employment.",
Depth5_1155,Depth4_813,Free University Education would come at a high cost to the tax payer. Not everyone who pays tax would be happy to subsidise free education as it would have no benefit to them. ,
Depth5_1156,Depth4_813,If you are passionate about a certain career path it is your right to be able to follow it,
Depth5_1157,Depth4_813,NAN,
Depth5_1158,Depth4_813,Yes university can be a valuable experience but it should not come at a great financial cost to the individual.,
Depth5_1159,Depth4_821,It is essential to have people educated to a higher education (like doctors) so we should treat it as an essential service. This needs to be based on exam results as we need these people to also be good at what they do. ,
Depth5_1160,Depth4_821,University education is a luxury and free university education is absolutely not an essential service by any means. ,
Depth5_1161,Depth4_821,We all pay taxes so we should be able to access all services whether it be essential or not. We may have to pay slightly more taxes but in the long run it would be worth iy,
Depth5_1162,Depth4_821,"Yes, but if we didn't have to pay for university fees it would make the system fairer, acceptance into university would be based upon academic achievement and not whether you can afford to go or not. ",
Depth5_1163,Depth4_821,"Many people would still choose not to go to university, higher education is not suitable for all people so I do not believe universities would become over subscribed.",
Depth5_1164,Depth4_833,A great deal of people do go to university clueless and leave having very little idea of what they want to do still after completing their course. Letting anyone just get a loan and get a degree is a waste for these people as they leave in debt and with no way of paying it back. ,
Depth5_1165,Depth4_833,"Alot of the time university students just want to bum around instead of getting a job, they take out loans whilst squandering the funds with no intention of paying it back! ",
Depth5_1166,Depth4_833,But alot of people do go to university knowing what they want to do and full intentions of paying back student loans. They have thought long and hard about it,
Depth5_1167,Depth4_833,"But there are a lot of courses that people take which rarely translate into a career path afterwards, just the acquisition of a degree for the sake of having it, without having a clue what path they are going to take afterwards. ",
Depth5_1168,Depth4_833,But there is still so much wrong information being used when talking about university and its fees. A lot of people are not being given accurate information.,
Depth5_1169,Depth4_845,A lot of people that leave university do not end up paying much of their loans back due to having low paying jobs. ,
Depth5_1170,Depth4_845,Free University Education for all will be a complete waste of government resources as many students treat it as a chance to party with hard earned taxpayers money. ,
Depth5_1171,Depth4_845,"There is good jobs out there and what would the country do without highly trained doctors, nurses etc and these people do eventually pay back the loans ",
