arg_id,prev_arg_id,Argument,Concern1,Concern2,Concern3,Concern4,Concern5
Depth5_994,Depth4_726,"there are many factors to count when deciding to go to university a person 's career , what he would like to do in life to have a sustainable income .",career,,,,
Depth5_995,Depth4_726,"yet the future costs may stop from doing what they actually find most passionate and force them down a new path , which may mean that original career finds less people going to it causing it all sort of problems in the future .",career,,,,
Depth5_996,Depth4_726,people will be more encouraged to study for what they want to do and not just the higher paid jobs if they are n't vindicated when going for a lower paid job .,job,,,,
Depth5_999,Depth4_735,"this is not true as they may study a degree in a subject and yet then still work practically in it , keeping their interest second . also , they can give advice on site and take supervisor/managerial roles whilst still being capable of filling physical needs .",interest,,,,
Depth5_1002,Depth4_735,"there are enough people to do non university jobs without more people going to university affecting these jobs . with more people qualifying for higher rated jobs , there will be more work for the unemployed .",job,,,,
Depth5_1008,Depth4_681,"however , this is a massive drain on government funds - as most people will never pay these fees back in full making them pay is a complete fallacy and essentially just an additional tax on the wealthy few repaying student debt",government,debt,tax,,
Depth5_1009,Depth4_691,"but we have seen rent rising in most areas , with no rise int eh loan amount meaning many students have to rely on the bank of mum or dad or can not not afford to probable afford university",loan,afford,,,
Depth5_1010,Depth4_691,"the fees should not be necessary , the government should fund education for people , especially the lower class . they will have run up far more debt that just a student loan and will find it very difficult to pay it back .",loan,government,debt,,
Depth5_1013,Depth4_691,"the government must n't pass the buck of looking after those from less privileged backgrounds to universities - it is the government 's responsibility to ensure equal access to education , not just providers '",access,government,background,,
Depth5_1015,Depth4_702,"it is not a students choice to be poor in the first place , they should receive all the help they can get including a good education . loans should not be a part of the choice of whether they should get further education to better themselves .",loan,,,,
Depth5_1016,Depth4_702,schools push students to go to university and it is mandatory for many entry level careers now,career,,,,
Depth5_1017,Depth4_702,"students are absolutely compelled as expectations from employers are steadily becoming more and more ridiculous and many ask for a degree even for very easy roles . so , students who could n't afford uni , but are perfectly capable of the job , will be unfairly automatically screened out .",afford,job,,,
Depth5_1020,Depth4_717,"yes , but if the person is lucky enough to get a good job they will still not find it easy to repay a loan as they will have many other financial commitments . this will add stress and worry to their lives .",loan,job,,,
Depth5_1022,Depth4_717,a person can not be expected to never reach this threshold and once they do even tiny amounts of debt can cause a lot of stress if ongoing for a large period of time . especially where fully repaying it may seem an impossible task .,debt,,,,
Depth5_1023,Depth4_717,"but this reverts the debt to the public purse and the taxpayer , such that government is n't just covering costs for universities , it 's also paying a high markup from the universities which it likely would n't be charged if it had an agreement to fund all he courses",government,debt,,,
Depth5_1024,Depth4_727,"that could be argued as unfair as its not the person who got the best out of uni and a better job , having to pay it back but someone who failed or found a less well paid job gets off cost free .",free,job,,,
Depth5_1025,Depth4_727,"it is unfair to expect students to live with the worry of having to repay a loan , they might even be forced to turn down a good job because it will take them into the higher pay threshold .",loan,job,,,
Depth5_1026,Depth4_727,it makes sense to incentivise careers that are most needed in society regardless of their pay,society,career,,,
Depth5_1028,Depth4_727,"but it 's about fear of debt , whether or not it 's likely to be paid back can keep people awake at night - debt is a terrifying concept for many",debt,,,,
Depth5_1029,Depth4_736,"however , university also provides more than just a course , with social aspects and fiscal responsibility/independence , which allows people to grow are quicker and to give them time to find their right career path for them",career,,,,
Depth5_1033,Depth4_736,"by that logic , should schools be free ? obviously not . upskilling the population and providing fair and equitable access to higher education should be considered as important to the progression of society as free education in schools",society,free,access,,
Depth5_1035,Depth4_740,having to take out any type of loan means there are still hidden costs in going to uni,loan,,,,
Depth5_1036,Depth4_740,"as they will be spending more of their disposal income in the economy it will grow meaning greater prosperity for all . increasing income from vat , corporation and income tax revenues to government making it more affordable for the government to provide free university places for all",free,government,tax,,
Depth5_1037,Depth4_740,i do n't believe that paying all the money to get further education is worth it . there is no guarantee that you will get a job straight away after leaving university,job,,,,
Depth5_1038,Depth4_740,there is no guarantee people will earn enough after gaining their degree and therefore their debt will remain with gaining interest for many years more . i do n't think it is fair to saddle people with this debt .,interest,debt,,,
Depth5_1039,Depth4_749,"they are not guaranteed to be earning a good amount in today 's job market , therefore fees make university a big gamble .",job,,,,
Depth5_1041,Depth4_749,some gifted students particularly those from a poorer background will be put off from doing university courses as they see the level of debt that they will incur as a huge burden on them for the rest of their lives .,debt,background,,,
Depth5_1042,Depth4_749,"you do n't have to go to university to be able to succeed . plus student loan will help you during your time at university , but what about after you leave uni ?",loan,,,,
Depth5_1044,Depth4_764,if there is no way to determine what jobs contribute to society then why not scrap all course fees ? doing this would undeniably benefit society .,society,job,,,
Depth5_1046,Depth4_764,surely it is best to attract the best possible candidates to such roles who will by the very nature of the job they eventually perform will contribute greatly to society,society,job,,,
Depth5_1048,Depth4_764,"service jobs such as teaching and nursing are always low paying and undervalued , therefore it is important that these jobs are excluded from fees in order to retain a large service workforce .",job,,,,
Depth5_1049,Depth4_773,how easy or hard a career is to get into should not affect how much a course costs .,career,,,,
Depth5_1051,Depth4_773,burdening students with debt worries whilst they are studying adds to the pressures that they face and can lead to increased drop out rates .,debt,,,,
Depth5_1053,Depth4_773,if some careers are harder to get into then more people should be given a chance to train for those jobs and not be excluded because of fees .,career,job,,,
Depth5_1054,Depth4_793,"actually more and more young people are already choosing apprenticeships etc over university . also , there is no disadvantage to having a degree , other than the debt .",debt,,,,
Depth5_1060,Depth4_799,"they would like to educate themselves free of debt , there is no telling what the job market will be like for them after , no matter the the level of education",job,free,debt,,
Depth5_1061,Depth4_799,for some the most worthwhile jobs for instance in social sector they are never likely to earn the minimum income threshold so whats the point of burdening them with debts that will never be repaid,job,debt,,,
Depth5_1063,Depth4_799,the debt is not a tiny fraction if you are in a service job such as nursing and have to pay for rent and living expenses . people should not have to pay for university fees as well which will place a huge strain on them .,job,debt,,,
Depth5_1064,Depth4_744,it will increase the amount of employed people if free university places are given meaning more given back in taxes,free,tax,,,
Depth5_1065,Depth4_744,"but most graduates would be willing to replace fees with a small education tax , say 0.5 % , which would achieve the funding needed to make universities free in the first place .",free,tax,,,
Depth5_1067,Depth4_744,"this is a long term investment , the funds must be found initially , but then it will pay for itself , with those students paying taxes and contributing to the economy spending their expendable income .",tax,,,,
Depth5_1069,Depth4_750,those people who want to be doctors or solicitors may have the intelligence but may not have the finances to fund it themselves or from family members .,family,,,,
Depth5_1070,Depth4_750,"this is true , but they are also essential to our society , particularly doctors , so it seems redundant that only those who can afford to become them do so .",society,afford,,,
Depth5_1071,Depth4_750,not everybody who wants to be a doctor or nurse are able to go through uni as they just don't have the finances and by allowing the abolishment of fees will increase the number of people within special vocational jobs like a doctor,job,,,,
Depth5_1072,Depth4_750,"they may have thought about fees , but not everyone will be willing to take on a large debt , no matter if they feel a drive to follow a particular profession , nor does everyone have parents who will contribute towards their fees .",debt,,,,
Depth5_1076,Depth4_766,the government already take taxes and insurance from working people so why should be people like a doctor or nurse have to pay twice when technically they are already giving money back,government,tax,,,
Depth5_1077,Depth4_766,"these people have spent years training , the money has n't be frivolously spent on having fun . we pay people plenty of money in unemployment benefits who give nothing back in the way of taxes .",tax,,,,
Depth5_1079,Depth4_774,"they may not be able to get in to university if they have to pay university fees , equal opportunities are given to all i it was made free .",free,,,,
Depth5_1082,Depth4_774,"scholarships are limited . even to apply for a place at a university you need money , then you need to be able to access a university . if you do n't live in a university town or city , just moving to a new place is impossible for some students from low income families .",family,access,scholarship,,
Depth5_1085,Depth4_794,"and if both paths are free for the candidate , their choice will be balanced and appropriate for them .",free,,,,
Depth5_1087,Depth4_794,"it 's all about opportunity . while not everyone is academically minded , everyone has some skill or talent that can be developed . either way , training costs money and all should be able to maximize their potential without being saddled by debt at the end of it .",debt,,,,
Depth5_1089,Depth4_801,"but it wouldn't encourage people to go for higher paid jobs as they would have to be paying a lot more than anyone else , making i free would eliminate that .",free,job,,,
Depth5_1090,Depth4_801,"but manageable repayment amounts does not mitigate the fact that one of the main reasons people go to university is to eventually earn more over their careers , not earn less because of a poor jobs market and ever-present debt .",job,career,debt,,
Depth5_1095,Depth4_748,"the cost to the tax payer would be marginal , the cost of fees for each student , and the burden of having debt `` hanging over them '' , is much greater and potentially detrimental to their quality of life and well-being .",debt,tax,,,
Depth5_1097,Depth4_748,"the loan ties them to debt for up to 30 years , the compiling interest on the debt further decreases the likelihood of repayment",interest,loan,debt,,
Depth5_1098,Depth4_748,"but their can only be more tax payers if more people work . with abolished fees and consequently no loans to repay , more people will choose to go to universities which in return will have more people in employment generating more tax",loan,tax,,,
Depth5_1099,Depth4_751,it will only allow wealthy people to be able to achieve these job roles and less and less working class will be becoming doctors etc,job,,,,
Depth5_1100,Depth4_751,"all sectors of society need solicitors and doctors . giving these students these experiences does n't only benefit the students , but society as a whole .",society,,,,
Depth5_1101,Depth4_751,"other countries , such as scotland , operate a free university system so their solicitors and doctors get that education for free , why couldn't that work here ?",free,,,,
Depth5_1104,Depth4_767,if we don't start giving these professionals some appreciation and motivation to complete their training and continue their jobs we will lose them,job,,,,
Depth5_1105,Depth4_767,children do n't have to pay to go to school . fees also introduce additional pressure . students sometimes do n't know what their best suited to straight away . making students make a financial commitment at this young age can be stressful and is n't in anyone 's interest .,interest,,,,
Depth5_1106,Depth4_767,"they already pay vast amount of taxes as it is when earning a high living , to make them also pay student loans on top of this is excessive .",loan,tax,,,
Depth5_1107,Depth4_767,"doctors and nurses provide a vital and lifesaving care to many in need , they often work long hours under high pressure to serve society , it 's the least we could do to repay them is remove their debt .",society,debt,,,
Depth5_1108,Depth4_767,but the society gives a lot of benefit *free money ) to people who choose not to work . so why ca n't university fees be abolished for those who actually want to further themselves and work which in turn generates taxes for the government,society,government,tax,,
Depth5_1109,Depth4_785,but then anyone who can not afford it is in a negative position and limited to the type of job / career they can get,afford,career,job,,
Depth5_1110,Depth4_785,"you never know where a degree will take somebody . forcing students to commit to a certain career path at such a young age is n't helpful . a course that might be seen as `` personal choice '' , might later lead to a useful job .",career,job,,,
Depth5_1113,Depth4_785,but those jobs that do n't need a degree are limiting . most occupational require a university degree . abolishing the fees will make those career options more desirable,career,job,,,
Depth5_1114,Depth4_796,there are lots of options for everyone to achieve their desired goal/ career . they will just have to be prepared to pay their loan back,loan,career,,,
Depth5_1115,Depth4_796,"university students often work just as hard as those pursuing apprenticeships etc. , and their future careers can also be useful to society , so why should they pay but not the others ?",society,career,,,
Depth5_1118,Depth4_796,but they could be the first in their family that want to go to university amd pursue a certain career and are being deterred due to the high fees . by having access to it for free they could be breaking out a vicious circle they 've found themselves in .,family,free,access,career,
Depth5_1119,Depth4_804,but they will be practically paying their loan back forever and the interest rate is not as low as they make out .,interest,loan,,,
Depth5_1120,Depth4_804,"they still have debt `` hanging over them '' and have to worry about paying it off , often at the stage of life when people are trying to save for a house etc .",debt,,,,
Depth5_1121,Depth4_804,if the interest rates are so low is there any real benefit to having charges in the first place ?,interest,,,,
Depth5_1124,Depth4_811,"it 's not that easy to find a new job , especially one that you personally enjoy , and pays a decent wage .",job,,,,
Depth5_1126,Depth4_811,"this is not the case for every one . some jobs require certain skills or qualifications that not everyone has . certain companies/jobs require a minimum educational background , which some people do not qualify for , and would not be given the chance to compete for based on their skills .",job,background,,,
Depth5_1128,Depth4_811,abolishing university fees would give people greater choice about what jobs they could have by making it more accessible to all .,job,,,,
Depth5_1129,Depth4_820,"not everything people pay taxes for is something they 're going to use or agree upon . but it goes towards the overall wellbeing of the country , and will help millions of people every day .",tax,,,,
Depth5_1131,Depth4_820,"whether or not they care about what tax payers money is going towards is irrelevant , certain things such as the nhs is funded by tax which at some point in our lives we all rely on , regardless of income .",tax,,,,
Depth5_1133,Depth4_820,you have to look at the bigger picture of what a university education would give those to enable then to contribute more to society .,society,,,,
Depth5_1134,Depth4_831,"but if we abolish tuition altogether , we 're not going to need student loans because everyone will be able to go and do whatever they want to study .",loan,,,,
Depth5_1138,Depth4_831,it is very harsh to saddle people with all that debt at the start of their working lives when that education benefits us all in the long run .,debt,,,,
Depth5_1139,Depth4_839,"in theory , that sounds reasonable , but it just does n't work that way in practice . the more people with university degrees , the more people going up for the same job , the less chance of achieving it .",job,,,,
Depth5_1141,Depth4_839,"there is such a high volume of university students these days that the job market is flooded , employers can pick and choose the best graduate for the job and often graduates are left struggling to find a ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“good job' despite having the qualifications to do so .",job,,,,
Depth5_1143,Depth4_839,it can be harder to get that first job after university for some graduates over those who have been in employment longer so that does n't necessarily follow .,job,,,,
Depth5_1144,Depth4_852,"what happens if i never reach that income threshold ? that 's thousands of pounds the student loan company do n't get back because after a set amount of years , it 's cleared .",loan,,,,
Depth5_1149,Depth4_860,"that certain figure is only slightly above minimum wage , so people are losing almost 1/10th of their income every year to student loans . that 's a lot to someone who could be saving up for bigger and better things",loan,,,,
Depth5_1152,Depth4_860,earning less makes the prospect of repayment completely unequal - some may be hesitant to pursue certain careers in fear of debt following their graduate tax .,career,debt,tax,,
Depth5_1154,Depth4_813,"doing a degree is not the only way to increase maturity , life experience or to give you passion for your job . this can all be done through employment .",job,,,,
Depth5_1155,Depth4_813,free university education would come at a high cost to the tax payer . not everyone who pays tax would be happy to subsidise free education as it would have no benefit to them .,free,tax,,,
Depth5_1156,Depth4_813,if you are passionate about a certain career path it is your right to be able to follow it,career,,,,
Depth5_1162,Depth4_821,"yes , but if we did n't have to pay for university fees it would make the system fairer , acceptance into university would be based upon academic achievement and not whether you can afford to go or not .",afford,,,,
Depth5_1165,Depth4_833,"alot of the time university students just want to bum around instead of getting a job , they take out loans whilst squandering the funds with no intention of paying it back !",loan,job,,,
Depth5_1166,Depth4_833,but alot of people do go to university knowing what they want to do and full intentions of paying back student loans . they have thought long and hard about it,loan,,,,
Depth5_1167,Depth4_833,"but there are a lot of courses that people take which rarely translate into a career path afterwards , just the acquisition of a degree for the sake of having it , without having a clue what path they are going to take afterwards .",career,,,,
Depth5_1169,Depth4_845,a lot of people that leave university do not end up paying much of their loans back due to having low paying jobs .,loan,job,,,
Depth5_1170,Depth4_845,free university education for all will be a complete waste of government resources as many students treat it as a chance to party with hard earned taxpayers money .,free,government,,,
Depth5_1173,Depth4_845,the amount of interest put on student loans is incredibly high and shocks a lot of people .,interest,loan,,,
Depth5_1174,Depth4_855,if graduates do not earn enough to pay their loan back their loan interest increases and this causes stress and they owe more and more .,interest,loan,,,
Depth5_1177,Depth4_855,"yes but this has been time wasted and debt that has then been incurred for nothing , if there was no fees then at least the lack of a job does n't also have the added stress of a large amount of debt hanging over you .",job,debt,,,
Depth5_1178,Depth4_855,but that shows that a university degree is not giving people what they need to get the 'good ' job it promises .,job,,,,
Depth5_1179,Depth4_862,people should not be punished with an extra tax for choosing to go in to a job that requires higher education . other things like apprenticeships or courses in college do not work like this .,job,tax,,,
Depth5_1180,Depth4_862,i totally agree that students should sign an agreement to pay back the money by a reasonable time frame and this money put back into our society .,society,,,,
Depth5_1181,Depth4_862,it is one thing to have debt because of borrowing for items etc but to have large debts for education isnt fair as we need people to do these specialist jobs,job,debt,,,
Depth5_1183,Depth4_862,the system is so complicated and flawed that you can not expect people to understand . if it were free people would not be overloaded with information .,free,,,,
Depth5_1184,Depth4_814,but having the choice to go to university to get ahead in employment without getting into thousands of pounds of debt should be a right .,debt,,,,
Depth5_1185,Depth4_814,many people do n't like being in debt and may feel pressured to search for higher paying jobs to pay off their loan .,job,loan,debt,,
Depth5_1189,Depth4_814,the loans take years to pay off and usually a person will not get a job straight after graduating so it will take them a very long time to pay this loan off,loan,job,,,
Depth5_1191,Depth4_824,other countries are able to provide their students with free education . we should give the young people most opportunities to get the best out of them .,free,,,,
Depth5_1192,Depth4_824,everyone who graduates university will eventually fall into higher paying jobs thanks to their education and will be paying more in taxes so will eventually pay back the fees without loans .,loan,job,tax,,
Depth5_1194,Depth4_824,"it could be argued that children from families who pay tax are more entitled to university education , especially those whose parents have always worked and paid taxes .",family,tax,,,
Depth5_1199,Depth4_835,"university would not seem out of reach for people from disadvantaged backgrounds . plus , universities could become stricter with their administration process if it wasn't all a money making scheme",background,,,,
Depth5_1201,Depth4_835,this is correct however by going to university they are acquiring skills of a competent worker . even though they have no idea where they are going they can still use this degree to help get a job and boost out economy,job,,,,
Depth5_1205,Depth4_848,"but people who are university educated are more likely to earn more money and thus more likely to pay more tax , so it would not create a greater tax burden",tax,,,,
Depth5_1210,Depth4_858,"by allowing those from poorer backgrounds you allow more people to excel , this helps them get out of being poorer , through better employment options , eventually giving back as higher rate taxpayers .",background,,,,
Depth5_1212,Depth4_858,"there is no guarantee that students will work in the field of their degree after studying , this may mean that they are potentially earning much less than other graduates and take much longer to pay off their loans .",loan,,,,
Depth5_1213,Depth4_858,those in wider society who are able to help the less fortunate as much as possible . the gap is only growing bigger and this must be stopped . also these 'huge incentives ' are means tested and for those who are extremely poor only .,society,,,,
Depth5_1215,Depth4_866,"fees dont necessarily make students value their education . self motivation and value comes from within , the realisation of the scale of the debt comes when students mature .",debt,,,,
Depth5_1217,Depth4_866,"the idea of having a fee as just a way to make students value education is silly . the loans provided for university are often not seen as real debt , but a necessity in order to better themselves and reach their goals . why add an extra unnecessary burden ?",loan,debt,,,
Depth5_1220,Depth4_872,fees should be abolished as to give the poorest students get some qualification . which would help them to get a well payed job,job,,,,
Depth5_1221,Depth4_872,"yes but if a post-graduate is just over the threshold , they will automatically have to start paying back which will lower their household income . it would be more beneficial to get a job with a salary just under the threshold so you do n't start paying it back .",job,,,,
Depth5_1222,Depth4_872,"this incentivises students to take lower paying jobs , thus defeating the point of their higher education and hindering the universities as they never receive their money .",job,,,,
Depth5_1227,Depth4_880,"this encourages leaving students to not pay the debt back , hindering both the student for limiting themselves and the university for never receiving the loan back .",loan,debt,,,
Depth5_1229,Depth4_880,"the additional psychological pressure of a student loan may prevent students from performing well and may even precipitate mental health illness that would cost the nhs , and the taxpayer , even more money",loan,,,,
Depth5_1231,Depth4_902,students often need to work unsociable hours ( at clubs and bars for example ) as these are the most readily available jobs for them . this fatigue and working can lead to even the brightest of students starting to fail and struggle .,job,,,,
Depth5_1237,Depth4_910,"more funding should be provided , so that the country may reap the rewards in the future . alongside this , university 's would still require high enough grades for entry , without hindering the student success with heaps of debt .",debt,,,,
Depth5_1239,Depth4_910,the current university fees may discriminate those from poorer backgrounds due to financial pressures . these individuals are as much a part of our society and others and deserve the right to go to university .,society,background,,,
Depth5_1241,Depth4_921,the student loan will just lead them into more debt which will be charged with interest meaning they 'll have even higher debts at the end .,interest,loan,debt,,
Depth5_1242,Depth4_920,"a student loan is not something that can or should be forgotten about , they will need to pay it back or choose a low paying job which defeats the whole point of university and detriments the university itself also .",loan,job,,,
Depth5_1243,Depth4_920,some people may not want to have debt for the next however many years . people should have the ability to gain human capital in the way they wish without being penalised financially,debt,,,,
Depth5_1244,Depth4_920,"providing a student with a loan that they will have to pay back is far from absolving any worry about steep fees . if anything , it is simply increasing the fees they will ultimately have to pay back .",loan,,,,
Depth5_1246,Depth4_931,"the loans should be used for whilst at university , not to fund their life post university .",loan,,,,
Depth5_1247,Depth4_931,accurate assessments should be made on all applications of these systems before any loans are given to ensure the individual is abusing the system .,loan,,,,
Depth5_1248,Depth4_931,people again may not want to spend however long paying back a loan over time and see this as a disincentive to academic achievement . this may reduce the number of workers in certain professions in the future,loan,,,,
Depth5_1250,Depth4_875,"whilst there is financial support for students , it 's often by means of loans which students must pay back with the addition of interest .",interest,loan,,,
Depth5_1252,Depth4_875,one of the key things that students may feel is pressure to pay for their learning which gets them into debt and getting the part time job may help financially but will be draining and detrimental to health and likely cause decrease in activity in grades and studying .,job,debt,,,
Depth5_1253,Depth4_875,abolishing students fees means that lower income families find education more accessible . it would also encourage students who had previously dismissed the idea because they did not want to be in debt at the beginning of their careers .,family,career,debt,,
Depth5_1258,Depth4_882,having debt hung over your head at such a young age is not good for mental health you would n't encourage an 18 year old to take out a mortgage for exactly this reason .,debt,,,,
Depth5_1259,Depth4_882,it is better to life without debt than start your life with one even if it is small,debt,,,,
Depth5_1260,Depth4_906,student often end up needing to work in addition to the loans as they are not enough to pay for essentials and have a life . also the loans include interest .,interest,loan,,,
Depth5_1262,Depth4_906,"more loans , again solidifying the point that they will always in debt to someone , we should be providing uni access to our next generation at a fraction of the cost it is now",loan,access,debt,,
Depth5_1265,Depth4_917,loans are based on parental income and many parents ca n't afford to lend their child money despite earning ' x ' amount because they have their own lives and mortgages to pay .,loan,afford,,,
Depth5_1268,Depth4_917,loans are provided but there are costs that occur which are not always taken into account while people from higher income families can turn to the family for financial support people from lower income families do not have this back up once the loan has gone its gone .,family,loan,,,
Depth5_1272,Depth4_921,"i myself would love to go to university to study higher , however i have bills to pay and two children to fend for . it would be selfish for me to get into that much debt as i would not be able to provide them with a fair life .",debt,,,,
Depth5_1273,Depth4_921,going to university would not be the easiest option of prolonging getting a job it often entails moving a long distance from home and living in a strange place where you do n't know anyone . i imagine getting a job would be much easier and much less stressful .,job,,,,
Depth5_1275,Depth4_935,"yes this is true , but again interest is charged on the loan making is very difficult to pay back , if not impossible .",interest,loan,,,
Depth5_1276,Depth4_935,many students are ill informed about student loans and the misconception is that student loans covers all costs of a university lifestyle .,loan,,,,
Depth5_1277,Depth4_935,"everyone can apply for a student loan but that does not mean they will be accepted . it adds more pressure to their lives having to manage the debt , which most of them have not been taught how to handle money and bills during childhood",loan,debt,,,
Depth5_1280,Depth4_878,"i agree that a part time job may not be intrusive but students are there to learn , to better themselves for the future not be worried about whether they can make their essay deadline after having worked a 12 hour shift",job,,,,
Depth5_1281,Depth4_878,"students need to focus their time and attention on their course work , a higher grade will result in a better job down the line . better jobs will incur higher taxes putting more money into the public purse .",job,tax,,,
Depth5_1282,Depth4_878,"bursaries are few and far between , most people do n't get this & end up thousands of pounds in debt before even starting their career .",career,debt,,,
Depth5_1290,Depth4_883,"but because of this system we have these struggling students trying to pay off these huge debts for a considerable long time . resulting in depression , stress and anxiety for these students trying to fund their debts .",debt,,,,
Depth5_1294,Depth4_907,"students may not see the �9000 at the time of studying , but they would however leave university more or less debt free .",free,debt,,,
Depth5_1295,Depth4_907,many students work part-time and study in order to save for when they finish university and need to repay their loan . knowing they would n't have to repay a loan may help students feel less pressured into working as well as studying and could increase their performance .,loan,,,,
Depth5_1296,Depth4_907,"these bright students have decide to go to university to get a degree for their future . not to worry about how they will get their degree , juggling a part time job to fund for it and keep up with their studies . they need all the support they can be offered .",job,,,,
Depth5_1299,Depth4_918,the university will still receive the money as it will come from the government who are still paying the fees on the new system just ina more indirect manner .,government,,,,
Depth5_1300,Depth4_918,"free education is a must for the future of our country , rather than bringing up a generation of students with crippling debts .",free,debt,,,
Depth5_1301,Depth4_918,higher education used to be free and there were no issues with this . student loans are also hardly ever fully repaid meaning that these repayments are not completely necessary to fund universities .,loan,free,,,
Depth5_1303,Depth4_918,the students that are raising the numbers of university attendance are the same types of students that most likely can not afford a full tuition . a big number of people going on to further education at university would have to drop their courses if the free education was not available .,afford,free,,,
Depth5_1307,Depth4_927,"higher education was previously free for students and there were no problems with how it was paid for . it could also be argued that degrees were valued more highly in the past , when they were free , because less people had them .",free,,,,
Depth5_1310,Depth4_936,"the assumption that students parents can fund their education is outdated and archaic , what are the students from poorer backgrounds supposed to rely on",background,,,,
Depth5_1318,Depth4_939,"university fees should be abolished because not everyone who wants to go to uni can afford it . in this day and age , it is an archaic system and it needs to change .",afford,,,,
Depth5_1319,Depth4_939,"if they are n't attending university , what do they need the extra finances for ? you can not give a student loan to someone not attending university",loan,,,,
Depth5_1320,Depth4_939,"the government should help and support the brightest and most creative people in society in order to develop their minds . a population where great minds are fully supported to prosper benefits everyone , regardless of whether they attended university themselves .",society,government,,,
Depth5_1321,Depth4_950,"yes , loans and grants enable them to fund their housing / lifestyle whilst at university .",loan,,,,
Depth5_1322,Depth4_950,"loans and grants cover the costs of university , not the costs of housing , food , bills",loan,,,,
Depth5_1325,Depth4_950,"everyone in society benefits if we support students from all walks of life , the contribution they make to the economy and the world easily offsets the investment .",society,,,,
Depth5_1331,Depth4_969,scholarships should be given to those from under privileged backgrounds to help further them in life .,scholarship,background,,,
Depth5_1335,Depth4_969,"the amount of debt that young graduates are being riddled with upon graduation is extortionate , especially when you compare it to other developed countries .",debt,,,,
Depth5_1336,Depth4_977,scholarships should be provided to the younger under privileged children who are less likely to go to university otherwise .,scholarship,,,,
Depth5_1337,Depth4_977,going back to education to better your and your families future is hard to do when you have bills to pay . the cost puts people off and stops people reaching their potential,family,,,,
Depth5_1339,Depth4_977,"but there would be a lot of older students who do n't have the finances to save up , or the credit rating to take out a low interest loan . so they miss out on the chance to gain an extra education",interest,loan,,,
Depth5_1345,Depth4_986,the fact is that people from less well off backgrounds may be put off from applying to university because they do n't want to have the burden of student debt hanging over them . the large amount of debt from attending university is a significant deterrent to many people .,debt,background,,,
Depth5_1347,Depth4_944,"the government funded all students at �3000 p/a tuition fees , so a reduction is feasible .",government,,,,
Depth5_1352,Depth4_955,agreed . people who want to attend university are able too through various loans and grants .,loan,,,,
Depth5_1354,Depth4_955,university acceptance is n't only based on grades but also the person . if a person really wanted to go to university had the grades and everything but did n't have the `` flair '' the university wanted they may not get in at all forget the free scholarship,free,scholarship,,,
Depth5_1355,Depth4_959,however grants and loans have to be paid back sometimes many years after graduating from university so it is still not feasible to say low earning or poor people can attend .,loan,,,,
Depth5_1360,Depth4_964,all education should be free for all people regardless of their mental or physical capabilities remember steven hawkins was disabled and was one of the most brilliant minds of our time,free,,,,
Depth5_1362,Depth4_972,their needs to be more done to allow lower income youth to attend university . scholarships are infrequent .,scholarship,,,,
Depth5_1365,Depth4_972,once again loans need to be paid back usually with extremely high interest rates if higher loans are available then why not give them for free,interest,loan,free,,
Depth5_1368,Depth4_980,"being in debt in a serious thing and shouldnt be taken lightly , it creates a great deal of stress and worry for that person",debt,,,,
Depth5_1369,Depth4_980,but the biggest reason and the reason you hear about most is anything to do with university whether it be loans or fees . they eventually pile up until they become unbearable and people become homeless and such .,loan,,,,
Depth5_1370,Depth4_980,being in a massive amount of debt is a bad thing yes most people have mortgages and credit cards but these things are easily repaid and easy to manage but being in debt forever is going to be a hard situation to cope with,debt,,,,
Depth5_1373,Depth4_990,"if they are already struggling financially , in the long run a loan will only make things worse",loan,,,,
Depth5_1374,Depth4_990,and most of the loans you hear of have interest on them . making you have to pay more than you take out . which increases over time . then you 'd need to tak out loan to pay them back and it would turn into a never ending cycle .,interest,loan,,,
Depth5_1377,Depth4_949,all people have the right to higher education and student loans and grants just mean debt .,loan,debt,,,
Depth5_1379,Depth4_949,"with the current scheme of loans to pay extortionate fees , students are running up huge debts . this will only deter future generations from applying to higher education institutions , therefore , our future workforces will end up with less skilled and educated employees .",loan,debt,,,
Depth5_1382,Depth4_959,having the experience learned from a degree can help with job prospects which may not have been possible without the education .,job,,,,
Depth5_1383,Depth4_959,vocational training can be very hard to access beyond a basic level so beyond self employment opportunities may be very limited for those who choose practical roles .,access,,,,
Depth5_1384,Depth4_959,"low income families will reject higher education and end up in low skilled work . this will put pressure on their mental wellbeing , which will in turn , have a knock on effect and put pressure on our already over stretched health service .",family,,,,
Depth5_1386,Depth4_974,"this may prove impossible for some people , even though they potentially would perform better than a wealthier individual , the lack of scholarships and overall funding is the root of this problem .",scholarship,,,,
Depth5_1387,Depth4_974,students at university would spend their time on learning their coursework not getting part time jobs to supplement their time .,job,,,,
Depth5_1389,Depth4_974,unfortunately there are a massive lack of part time opportunities available to students and they already have the pressure of their education workload too . free higher education will mean that the working classes are no longer discriminated against .,free,,,,
Depth5_1390,Depth4_974,"it is n't about that , a better educated population leads to a better society . if given the choice would you rather live in a society of educated or uneducated people . the responsibility that we have as tax payers is to ensure the success of our society",society,tax,,,
Depth5_1392,Depth4_984,if there are limited jobs or the job is not achieved straight away the debt will just increase .,job,debt,,,
